date,Mkt-RF,SMB,HML,RMW,CMA,RF
19781109,0.13,0.47,-0.02,-0.08,-0.01,0.03
19781110,0.48,0.44,-0.01,-0.25,-0.03,0.03
19781113,-1.64,-0.07,0.43,-0.25,0.1,0.03
19781114,-1.02,-1.31,0.18,0.03,0.02,0.03
19781115,0.31,0.21,-0.23,-0.08,-0.29,0.03
19781116,1.01,-0.46,-0.46,0.38,-0.28,0.03
19781117,0.95,0.55,-0.33,0.02,-0.25,0.03
19781120,0.91,0.19,-0.22,0.3,-0.08,0.03
19781121,-0.13,0.4,-0.03,0.1,-0.03,0.03
19781122,0.59,0.34,-0.17,-0.02,0.19,0.03
19781124,0.47,0.33,-0.22,0.16,0.11,0.03
19781127,0.25,0,-0.17,0.17,-0.18,0.03
19781128,-0.8,0.27,0.35,-0.36,-0.05,0.03
19781129,-1.39,0.14,0.43,-0.4,0.09,0.03
19781130,0.9,-0.22,-0.4,0.21,-0.16,0.03
19781201,1.58,0.1,-0.7,0.54,-0.34,0.04
19781204,0.01,0.27,-0.06,0.16,-0.21,0.04
19781205,1.24,-0.16,-0.36,0.39,-0.25,0.04
19781206,0.17,0.25,0.16,-0.05,0.04,0.04
19781207,-0.39,0.38,-0.05,-0.06,-0.01,0.04
19781208,-0.43,0.27,0.42,-0.46,0.01,0.04
19781211,0.43,-0.21,-0.31,0.23,-0.31,0.04
19781212,-0.52,0.2,0.31,-0.12,0.24,0.04
19781213,-0.59,0.15,0.01,-0.08,0,0.04
19781214,-0.03,-0.03,0.02,0.02,-0.23,0.04
19781215,-0.74,0.01,0.14,-0.16,0.22,0.04
19781218,-2.24,-0.78,0.6,-0.39,0.3,0.04
19781219,0.72,-0.37,-0.68,0.7,-0.09,0.04
19781220,0.41,0.23,-0.32,0.2,-0.31,0.04
19781221,0.05,0.33,-0.19,0.12,-0.2,0.04
19781222,1.66,-0.18,-0.63,0.45,0.05,0.04
19781226,0.98,-0.4,-0.81,0.91,-0.27,0.04
19781227,-0.84,0.2,0.33,-0.18,0.08,0.04
19781228,-0.4,0.06,-0.17,0,-0.12,0.04
19781229,-0.13,0.7,0.12,-0.18,-0.11,0.04
19790102,0.59,-0.12,0.44,-0.39,0.52,0.03
19790103,1.12,0.42,-0.06,0.05,-0.16,0.03
19790104,0.94,0.44,-0.02,-0.14,0.06,0.03
19790105,0.65,0.61,-0.03,-0.05,-0.22,0.03
19790108,-0.28,0.07,0.1,0,-0.03,0.03
19790109,0.51,0.33,0.02,-0.06,-0.05,0.03
19790110,-0.53,0.34,0.22,-0.21,0.04,0.03
19790111,0.42,-0.07,-0.37,-0.04,0.02,0.03
19790112,0.76,0.32,-0.22,0.13,-0.21,0.03
19790115,0.65,-0.17,-0.1,0.42,0.2,0.03
19790116,-1.13,0.29,0.56,-0.4,0.21,0.03
19790117,-0.08,-0.2,0.23,-0.18,0.14,0.03
19790118,0.4,0.5,0.06,-0.43,0.06,0.03
19790119,-0.02,0.42,0.24,-0.26,-0.08,0.03
19790122,0.06,-0.13,-0.13,0.16,0.17,0.03
19790123,0.63,-0.03,0.15,-0.2,0.05,0.03
19790124,-0.36,0.07,0.28,-0.2,0.11,0.03
19790125,0.93,-0.29,-0.01,0.05,0.12,0.03
19790126,0.64,-0.06,0.07,0.03,0.18,0.03
19790129,-0.24,0.17,0.2,-0.21,0.18,0.03
19790130,-0.35,0.24,0.19,0,0.13,0.03
19790131,-1.14,0.39,0.22,-0.31,0.04,0.03
19790201,0.04,-0.17,-0.03,-0.02,0.11,0.04
19790202,-0.33,0.46,0.06,-0.13,-0.22,0.04
19790205,-1.31,-0.08,0.27,-0.28,0.09,0.04
19790206,-0.04,-0.19,0.2,-0.09,0.18,0.04
19790207,-0.95,-0.32,0.24,-0.18,0.37,0.04
19790208,0.52,0.14,-0.1,0.04,-0.08,0.04
19790209,0.25,0.31,0.05,-0.03,0.2,0.04
19790212,0.25,-0.22,-0.27,0.17,-0.04,0.04
19790213,0.74,0.17,-0.07,0.07,-0.1,0.04
19790214,-0.14,0.07,0.23,-0.23,0.09,0.04
19790215,-0.05,0.26,-0.11,-0.15,-0.01,0.04
19790216,0.03,0.31,0.09,-0.14,0,0.04
19790220,0.58,-0.27,-0.19,0.23,0.06,0.04
19790221,-0.28,0.25,0.22,-0.03,0.16,0.04
19790222,-0.58,0.32,0.13,-0.2,0.06,0.04
19790223,-0.57,0.16,0.14,-0.02,0,0.04
19790226,-0.14,0.06,-0.05,0,0.02,0.04
19790227,-1.69,-0.49,0.48,-0.2,0.07,0.04
19790228,0.09,-0.23,-0.08,0.08,0.01,0.04
19790301,0.67,-0.06,0.03,-0.06,0.11,0.04
19790302,0.11,0.34,0.01,0.06,0.1,0.04
19790305,1.1,-0.31,-0.06,0.23,-0.02,0.04
19790306,-0.22,0.13,0.62,-0.05,0.07,0.04
19790307,0.64,0.1,0.16,0.08,0.15,0.04
19790308,1.02,-0.07,-0.06,-0.04,0.04,0.04
19790309,0.03,0.12,0.07,0.05,-0.08,0.04
19790312,0.16,0.14,-0.15,0.05,0.23,0.04
19790313,0.23,0.27,-0.1,0.22,-0.03,0.04
19790314,-0.07,0.16,-0.04,-0.09,0.15,0.04
19790315,0.17,0.1,0.18,-0.06,0.11,0.04
19790316,0.74,-0.01,-0.31,0.22,0.03,0.04
19790319,0.35,-0.03,-0.07,-0.03,-0.11,0.04
19790320,-0.53,0.26,0.03,-0.06,0.07,0.04
19790321,0.65,-0.1,-0.38,0.2,-0.12,0.04
19790322,0.4,0.13,-0.19,0.08,-0.33,0.04
19790323,-0.02,0.53,0.06,-0.42,-0.21,0.04
19790326,-0.5,0.17,0.21,-0.04,0.21,0.04
19790327,1.3,-0.51,-0.46,0.11,0.01,0.04
19790328,-0.36,0.39,0.1,0.05,0.03,0.04
19790329,-0.03,0.51,-0.26,-0.01,-0.16,0.04
19790330,-0.31,0.66,-0.02,0,0.02,0.04
19790402,-0.69,0.28,0.14,0.13,0.1,0.04
19790403,1.33,-0.29,-0.15,0.26,-0.02,0.04
19790404,0.3,0.05,0.1,0.19,-0.15,0.04
19790405,0.55,-0.05,-0.15,0.18,0.09,0.04
19790406,-0.07,0.08,0.11,-0.09,-0.18,0.04
19790409,-0.3,0.18,0.08,0,0.01,0.04
19790410,0.45,0.03,0.17,0,0.08,0.04
19790411,-0.9,0.37,0.41,-0.36,0.28,0.04
19790412,-0.24,0.39,0.32,-0.21,0.17,0.04
19790416,-0.87,0.02,0.12,-0.11,-0.04,0.04
19790417,-0.08,-0.12,0.05,0.03,0.11,0.04
19790418,0.49,0.31,-0.03,0.18,-0.17,0.04
19790419,-0.38,0.36,-0.06,0.1,-0.05,0.04
19790420,0.01,0.18,-0.14,0.15,-0.23,0.04
19790423,0.29,-0.01,-0.21,0.33,-0.16,0.04
19790424,0.52,-0.03,-0.03,0.23,-0.01,0.04
19790425,0.32,0.09,0.01,0.2,0.19,0.04
19790426,-0.47,0.38,0.27,0.01,0.11,0.04
19790427,-0.24,0.22,0.14,-0.04,-0.07,0.04
19790430,-0.07,-0.1,-0.03,0.02,0.16,0.04
19790501,-0.02,0.07,0.09,0.08,-0.09,0.04
19790502,0.05,0.16,-0.06,0.21,0.02,0.04
19790503,0.02,0.11,-0.19,0.14,0.04,0.04
19790504,-0.96,0.21,0.24,-0.07,0.18,0.04
19790507,-1.81,-0.85,0.32,-0.26,0.21,0.04
19790508,-0.02,-0.72,-0.16,0.08,-0.11,0.04
19790509,0.33,0.25,0.2,-0.15,-0.06,0.04
19790510,-0.89,0.14,0.2,-0.18,-0.15,0.04
19790511,0.12,0.03,0.02,0.08,-0.13,0.04
19790514,-0.48,0.16,0.01,-0.18,0.08,0.04
19790515,0.07,-0.04,0.23,-0.12,0.05,0.04
19790516,0.22,-0.21,0.06,-0.22,0.22,0.04
19790517,1.47,-0.45,0.08,0.07,0.36,0.04
19790518,0.08,0.36,-0.02,-0.12,-0.15,0.04
19790521,0.3,0.15,-0.17,0,-0.15,0.04
19790522,0.46,-0.03,-0.1,0.05,-0.13,0.04
19790523,-0.39,0.5,0.05,-0.11,-0.32,0.04
19790524,0.14,0.16,0.04,-0.26,-0.16,0.04
19790525,0.29,0.23,0.04,-0.11,-0.05,0.04
19790529,-0.18,0.01,0.05,-0.06,-0.08,0.04
19790530,-0.94,-0.05,0.24,-0.24,0.06,0.04
19790531,0.01,-0.02,0.16,-0.19,0.04,0.04
19790601,0.1,0.17,-0.12,-0.02,-0.1,0.04
19790604,0.18,-0.09,0.33,0.13,0.24,0.04
19790605,1.18,-0.2,-0.38,0.2,-0.14,0.04
19790606,0.66,-0.11,-0.25,0.32,-0.13,0.04
19790607,0.57,-0.02,-0.03,-0.08,-0.1,0.04
19790608,-0.2,0.38,0.53,-0.23,-0.24,0.04
19790611,0.26,0.09,-0.01,0.19,0.24,0.04
19790612,0.91,-0.1,0.14,0.13,-0.45,0.04
19790613,-0.36,0.58,0.58,-0.4,-0.33,0.04
19790614,-0.19,-0.01,0.08,-0.38,0.5,0.04
19790615,0.05,0.11,-0.14,-0.21,0.04,0.04
19790618,-0.57,0.14,0.2,-0.2,0.24,0.04
19790619,0.02,-0.04,0.29,0,-0.18,0.04
19790620,0.14,0.34,0.13,-0.05,-0.07,0.04
19790621,0.39,0.1,-0.18,0.03,-0.07,0.04
19790622,0.44,-0.13,-0.08,-0.13,0.01,0.04
19790625,-0.52,-0.1,0.13,-0.47,0.3,0.04
19790626,-0.44,0.04,0.2,-0.29,0.1,0.04
19790627,0.56,-0.13,-0.09,0.13,-0.56,0.04
19790628,0.54,-0.06,0.06,-0.02,0.11,0.04
19790629,0.03,-0.06,-0.02,-0.16,0.06,0.04
19790702,-0.91,-0.03,0.47,-0.28,0.33,0.04
19790703,0.14,0.07,0.29,-0.17,0,0.04
19790705,0.37,0.17,0.1,-0.03,0.16,0.04
19790706,1.04,-0.32,-0.23,-0.03,0.2,0.04
19790709,0.77,-0.43,0.23,-0.05,0.14,0.04
19790710,-0.31,0.13,0.1,-0.11,0.11,0.04
19790711,-0.58,0.44,0.19,-0.27,-0.19,0.04
19790712,-0.75,0.55,0.34,-0.21,0.03,0.04
19790713,-0.34,0.1,0.11,-0.34,0.15,0.04
19790716,0.4,-0.13,-0.01,0.01,0.09,0.04
19790717,-0.96,-0.06,0.51,-0.36,0.4,0.04
19790718,-0.29,-0.3,-0.11,0.1,0.03,0.04
19790719,-0.01,0.55,0.14,-0.28,-0.08,0.04
19790720,0.24,0.03,-0.2,0.18,0.06,0.04
19790723,-0.29,0.1,-0.03,0.06,-0.23,0.04
19790724,0.31,-0.01,-0.03,0.24,0.14,0.04
19790725,1.06,-0.28,-0.19,0.53,-0.06,0.04
19790726,0.11,0.29,0.05,0.03,-0.33,0.04
19790727,0.13,0.36,0.06,-0.03,0.03,0.04
19790730,0.13,0.11,-0.11,0.42,-0.37,0.04
19790731,0.59,-0.09,0.04,0.18,-0.11,0.04
19790801,0.35,0.23,-0.19,0.36,0.11,0.03
19790802,0.05,0.31,-0.24,0.16,-0.46,0.03
19790803,-0.08,0.03,0.15,-0.1,0.06,0.03
19790806,0.2,-0.17,-0.15,0.28,-0.02,0.03
19790807,1.18,-0.42,-0.53,0.37,-0.3,0.03
19790808,0.33,0.06,-0.12,0.05,-0.16,0.03
19790809,-0.29,0.46,0.12,-0.09,-0.01,0.03
19790810,0.81,-0.07,-0.53,0.39,-0.44,0.03
19790813,0.86,-0.2,-0.23,0.33,-0.43,0.03
19790814,0.14,0.19,0.31,-0.08,0.1,0.03
19790815,0.69,0.12,-0.16,0.13,-0.2,0.03
19790816,-0.19,0.06,-0.02,0.06,-0.01,0.03
19790817,0.25,-0.07,0.13,0.03,0.12,0.03
19790820,0.48,-0.14,-0.07,0.05,0.04,0.03
19790821,0.02,0.12,0,-0.04,0.09,0.03
19790822,0.14,0.23,0,-0.16,0.1,0.03
19790823,-0.28,0.38,0.17,-0.19,-0.15,0.03
19790824,0,-0.08,0.24,-0.19,0.25,0.03
19790827,0.53,-0.3,0.1,0.35,0.06,0.03
19790828,-0.1,0.16,-0.04,-0.1,0.08,0.03
19790829,0.01,0.28,-0.11,-0.23,-0.06,0.03
19790830,-0.02,0.26,-0.11,-0.01,-0.01,0.03
19790831,0.31,0.29,-0.21,0.08,-0.12,0.03
19790904,-1.61,0.17,0.34,-0.19,0.21,0.04
19790905,-1.25,-0.79,0.2,-0.06,0.35,0.04
19790906,0.47,0.27,-0.1,-0.07,-0.02,0.04
19790907,0.76,-0.11,0.18,-0.1,0.3,0.04
19790910,0.47,-0.07,0.04,-0.01,0.09,0.04
19790911,-0.68,0.13,0.04,-0.06,0.03,0.04
19790912,0.31,0.1,-0.2,0.01,-0.1,0.04
19790913,0.03,0.41,-0.49,0.34,-0.5,0.04
19790914,0.91,0.02,-0.35,0.45,-0.28,0.04
19790917,-0.1,-0.08,-0.2,0.25,-0.04,0.04
19790918,-0.76,-0.01,0,0.02,0.2,0.04
19790919,0.21,-0.07,-0.05,0.01,-0.02,0.04
19790920,1.67,-1.23,-0.3,0.71,0.35,0.04
19790921,-0.05,0.23,0.01,-0.15,-0.25,0.04
19790924,-0.79,0.25,-0.14,0.13,-0.06,0.04
19790925,0.01,-0.29,-0.15,0.03,-0.22,0.04
19790926,0.21,0.15,0.01,-0.09,-0.03,0.04
19790927,0.1,0.11,0.01,-0.14,0.19,0.04
19790928,-0.69,0.51,0.2,-0.21,0.31,0.04
19791001,-0.58,0.32,-0.18,-0.21,-0.07,0.04
19791002,0.78,-0.24,-0.1,0.17,-0.03,0.04
19791003,0.13,0.33,-0.18,-0.02,-0.16,0.04
19791004,0.56,0.05,0.02,0.05,-0.1,0.04
19791005,0.85,-0.15,-0.07,0.03,0.17,0.04
19791008,-1.24,-0.06,-0.03,0.13,0.11,0.04
19791009,-3.44,-1.33,-0.01,0.21,0.31,0.04
19791010,-1.92,-2.73,-0.39,0.45,0.21,0.04
19791011,-0.02,0.77,0,-0.15,-0.15,0.04
19791012,-0.31,0.77,0.04,-0.47,-0.12,0.04
19791015,-1.23,-0.64,0.06,0.01,0.18,0.04
19791016,-0.21,0,0.11,-0.01,0.07,0.04
19791017,0.3,0.22,-0.15,-0.08,0.02,0.04
19791018,0.18,0.02,-0.01,0.03,0.32,0.04
19791019,-2.1,-0.04,0.35,-0.13,0.31,0.04
19791022,-1.43,-1.63,-0.35,0.49,-0.02,0.04
19791023,-0.37,-0.04,-0.25,0.14,-0.48,0.04
19791024,0.21,0.16,-0.12,0.12,-0.08,0.04
19791025,-0.34,0.26,0.19,-0.27,0,0.04
19791026,0.65,0.29,-0.24,0.2,-0.28,0.04
19791029,0.16,0.03,-0.1,0,0.01,0.04
19791030,1.77,-0.55,-0.77,0.59,-0.31,0.04
19791031,-0.62,0.53,0.19,-0.29,0.15,0.04
19791101,0.79,-0.11,-0.21,0.18,0,0.05
19791102,0.17,0.25,-0.17,-0.1,0.1,0.05
19791105,-0.68,0.08,-0.01,0,0.02,0.05
19791106,-0.61,0.2,0.1,-0.02,-0.03,0.05
19791107,-1.24,0.06,0.23,-0.04,0.19,0.05
19791108,0.53,-0.13,-0.36,0.04,-0.3,0.05
19791109,1.24,-0.06,-0.13,0,-0.16,0.05
19791112,1.71,-0.79,-0.31,0.26,0.18,0.05
19791113,-0.36,0.33,0.23,-0.27,0.01,0.05
19791114,0.37,0.11,-0.27,0.07,-0.43,0.05
19791115,0.73,0.16,-0.49,0.26,-0.28,0.05
19791116,-0.19,0.04,-0.04,-0.04,0.1,0.05
19791119,0.4,-0.01,-0.4,0.02,0.1,0.05
19791120,-0.47,0.42,-0.22,-0.24,0.22,0.05
19791121,0.08,-0.26,-0.19,-0.1,-0.25,0.05
19791123,0.76,0.07,-0.29,-0.04,-0.23,0.05
19791126,2.11,-0.27,-0.41,0.38,-0.55,0.05
19791127,-0.19,0.81,0.29,-0.09,-0.18,0.05
19791128,0.42,0.42,-0.34,-0.04,-0.13,0.05
19791129,0.07,0.5,-0.17,0,-0.16,0.05
19791130,-0.49,0.54,0.04,-0.18,0.03,0.05
19791203,-0.3,0.14,0.2,-0.14,0.12,0.05
19791204,0.82,-0.22,-0.42,0.3,-0.13,0.05
19791205,0.49,0.25,-0.39,0.09,-0.44,0.05
19791206,0.68,0.25,-0.18,0.22,-0.15,0.05
19791207,-0.35,0.72,-0.09,0.06,-0.33,0.05
19791210,0.22,0.14,-0.05,0.1,-0.29,0.05
19791211,-0.22,0.14,0.04,-0.08,0.2,0.05
19791212,0.06,0.51,-0.33,-0.27,-0.21,0.05
19791213,0.14,0.19,-0.48,-0.02,-0.04,0.05
19791214,1.05,-0.25,-0.39,0.38,-0.09,0.05
19791217,0.44,0.07,-0.24,-0.11,0.11,0.05
19791218,-0.92,0.35,0.5,-0.18,0.31,0.05
19791219,-0.13,0.1,-0.06,-0.23,0,0.05
19791220,0.13,0.35,-0.02,0.22,-0.13,0.05
19791221,-0.61,0.56,0.02,-0.03,-0.13,0.05
19791224,0.03,0.04,0.15,-0.1,0.16,0.05
19791226,0.09,0.02,0.03,-0.09,0.13,0.05
19791227,0.07,0.12,-0.11,-0.17,-0.09,0.05
19791228,0.03,0.36,-0.1,-0.31,-0.07,0.05
19791231,0.05,0.29,-0.12,-0.27,0.11,0.05
19800102,-2.04,0.2,1.08,-0.96,0.76,0.04
19800103,-0.73,-0.88,0.33,-0.3,0.16,0.04
19800104,1.32,0.62,-0.37,-0.09,-0.59,0.04
19800107,0.39,0.27,0.05,-0.44,0.07,0.04
19800108,1.93,-0.32,-0.69,0.68,-0.31,0.04
19800109,0.11,0.64,0,0.23,-0.48,0.04
19800110,0.87,0.35,-0.04,0.09,-0.13,0.04
19800111,0.2,0.27,0.45,-0.46,0.01,0.04
19800114,0.34,0.38,0.64,-0.64,0.81,0.04
19800115,0.55,-0.13,-0.12,0.13,0.23,0.04
19800116,0.04,0.41,-0.15,0.07,0.15,0.04
19800117,-0.28,0.49,0.28,-0.21,0.6,0.04
19800118,0.22,0.04,0.08,-0.24,0.06,0.04
19800121,0.85,-0.17,0.24,-0.03,0.08,0.04
19800122,-0.59,-0.02,0.02,0.52,-0.15,0.04
19800123,1.5,-0.67,-0.15,0.16,0.12,0.04
19800124,0.25,0.1,-0.08,-0.06,-0.07,0.04
19800125,-0.03,0.29,-0.2,-0.08,-0.2,0.04
19800128,1,-0.44,-0.28,0.32,-0.03,0.04
19800129,-0.65,0,0.23,-0.25,0.13,0.04
19800130,0.93,-0.21,0.19,-0.07,0.4,0.04
19800131,-0.72,0.55,0.16,-0.02,0.13,0.04
19800201,0.66,-0.3,0.15,0.16,0.24,0.04
19800204,-0.45,0.36,0.2,-0.23,0.06,0.04
19800205,0.2,-0.01,-0.07,-0.03,0.17,0.04
19800206,0.84,-0.62,0.18,-0.13,0.67,0.04
19800207,0.43,-0.03,0.44,-0.47,0.41,0.04
19800208,1.24,-0.67,0.46,-0.65,0.68,0.04
19800211,-0.73,0.3,-0.19,0.38,0.11,0.04
19800212,0.58,-0.42,-0.51,0.38,-0.13,0.04
19800213,0.27,-0.14,-0.29,0.5,-0.33,0.04
19800214,-1.42,0.47,0.29,-0.11,-0.09,0.04
19800215,-0.92,0.32,0.03,-0.17,0.1,0.04
19800219,-0.79,0.05,-0.07,0.38,0,0.04
19800220,1.4,-0.88,0.08,0.05,0.61,0.04
19800221,-0.92,0.4,-0.1,0.1,0.13,0.04
19800222,-0.4,-0.46,0.17,-0.14,0.2,0.04
19800225,-1.42,0.28,-0.21,-0.04,0,0.04
19800226,0.56,-0.39,0.13,-0.04,0.22,0.04
19800227,-1.24,0.78,0.25,-0.51,-0.07,0.04
19800228,-0.03,-0.01,-0.25,-0.18,0.15,0.04
19800229,0.97,-0.69,-0.11,-0.2,-0.15,0.04
19800303,-0.94,0.23,0.01,-0.25,-0.06,0.06
19800304,-0.08,-1.12,0.21,0.16,0.41,0.06
19800305,-1.58,-0.13,0.42,0.03,0.23,0.06
19800306,-2.42,-0.38,-0.22,0.4,-0.24,0.06
19800307,-1.73,-0.09,-0.34,-0.05,-0.61,0.06
19800310,-0.75,-1.49,0.32,0.51,0.2,0.06
19800311,1.2,-0.34,0,-0.02,-0.15,0.06
19800312,-0.7,0.58,-0.01,-0.47,-0.2,0.06
19800313,-1.02,0.85,-0.43,0.15,-0.22,0.06
19800314,-0.34,-0.23,-0.04,-0.17,-0.04,0.06
19800317,-3.2,-0.35,0.03,0.35,-0.09,0.06
19800318,1.33,-2.06,0.23,0.07,0.78,0.06
19800319,0.35,0.46,0.01,-0.39,-0.09,0.06
19800320,-1.05,0.86,-0.26,-0.08,-0.33,0.06
19800321,-0.77,0.09,0.26,-0.07,0.34,0.06
19800324,-3.13,-0.43,0.62,0.08,0.01,0.06
19800325,-0.55,-1.48,-0.48,0.29,-0.29,0.06
19800326,-0.54,0.24,-0.16,0.22,-0.26,0.06
19800327,-1.84,-5.15,0.35,2.17,0.38,0.06
19800328,2.93,2.01,-1.5,-0.69,-0.8,0.06
19800331,1.44,0.12,-0.18,-0.17,-0.15,0.06
19800401,0.32,0.89,-0.1,-0.24,-0.51,0.06
19800402,0.83,0.47,-0.3,-0.31,-0.42,0.06
19800403,-0.42,0.38,0.12,-0.32,0.23,0.06
19800407,-2.07,-0.04,0.52,-0.05,0.03,0.06
19800408,0.93,-0.5,-0.08,-0.29,-0.43,0.06
19800409,1.8,-0.77,0.22,0.03,0.53,0.06
19800410,0.86,0.45,0.23,-0.8,-0.32,0.06
19800411,-0.11,0.6,0.4,-0.35,0.19,0.06
19800414,-1.03,0.14,0.18,-0.06,0.25,0.06
19800415,-0.23,-0.11,0.12,0.01,0.23,0.06
19800416,-1.07,0.39,0.59,-0.3,0.41,0.06
19800417,-0.54,-0.27,0.22,-0.1,0.2,0.06
19800418,-0.41,0.27,0.15,-0.15,0.05,0.06
19800421,-0.88,-0.45,0.41,0.18,0.41,0.06
19800422,3.39,-0.77,-1.11,0.35,-0.6,0.06
19800423,0.35,0.61,-0.08,0.03,-0.1,0.06
19800424,0.81,0.31,-0.42,-0.23,-0.42,0.06
19800425,0.47,-0.9,-0.22,0.46,0.4,0.06
19800428,0.4,0.09,-0.01,0.13,-0.07,0.06
19800429,0.28,0.24,-0.03,-0.12,0.04,0.06
19800430,0.3,0,0.19,-0.06,0.23,0.06
19800501,-0.66,0.33,0.29,0.32,0,0.04
19800502,0.16,0.13,0.18,-0.31,0.06,0.04
19800505,0.76,-0.23,0.25,0.01,-0.03,0.04
19800506,0.14,0.45,-0.05,0.11,-0.18,0.04
19800507,0.87,0.01,0.64,-0.53,0.18,0.04
19800508,-0.7,0.67,0.13,-0.08,0.11,0.04
19800509,-1.18,0.89,0.15,-0.52,-0.09,0.04
19800512,-0.02,0.02,-0.03,-0.1,-0.12,0.04
19800513,1.19,-0.41,-0.24,0.44,0.03,0.04
19800514,0.65,0.37,-0.26,0.18,-0.27,0.04
19800515,0.2,0.39,-0.38,0.05,-0.56,0.04
19800516,0.38,0.14,-0.2,0.22,0.03,0.04
19800519,0.25,0.06,-0.1,0.38,0.19,0.04
19800520,-0.08,0.15,-0.01,0.07,-0.06,0.04
19800521,0.07,-0.01,0.12,-0.3,0.14,0.04
19800522,1.21,-0.4,-0.24,0.08,0.01,0.04
19800523,1.45,-0.43,-0.09,0.34,0.07,0.04
19800527,0.66,-0.22,0.27,0.08,0.33,0.04
19800528,0.61,-0.44,-0.01,0.09,-0.09,0.04
19800529,-1.48,0.81,-0.09,-0.17,-0.26,0.04
19800530,0.7,-0.39,0.02,-0.02,-0.05,0.04
19800602,-0.25,0.28,0.03,0.03,-0.08,0.03
19800603,-0.2,0.24,-0.04,0.18,-0.01,0.03
19800604,1.69,-0.79,-0.67,0.52,-0.08,0.03
19800605,0.21,0.3,-0.02,-0.14,0,0.03
19800606,0.4,0.07,-0.19,-0.11,-0.05,0.03
19800609,0.37,-0.11,0.2,-0.02,0.18,0.03
19800610,0.8,-0.41,-0.13,0.3,0,0.03
19800611,1.08,-0.55,-0.22,0.53,-0.16,0.03
19800612,-0.25,0.17,-0.29,-0.06,-0.19,0.03
19800613,0.29,0.51,0.06,-0.19,-0.53,0.03
19800616,0.16,-0.12,0.04,0.06,0.18,0.03
19800617,-0.01,0.16,0.17,-0.23,0.07,0.03
19800618,0.14,-0.25,0.23,-0.01,0.5,0.03
19800619,-1.27,0.75,0.18,-0.18,0.06,0.03
19800620,-0.42,0.32,0.2,-0.34,-0.09,0.03
19800623,0.38,-0.02,-0.12,0.21,0.01,0.03
19800624,0.57,-0.15,-0.1,-0.24,-0.28,0.03
19800625,1.21,-0.3,-0.08,0.08,-0.16,0.03
19800626,-0.35,0.35,0.01,-0.04,0.02,0.03
19800627,-0.12,0.31,-0.17,-0.33,-0.11,0.03
19800630,-1.46,0.61,0.12,-0.21,-0.03,0.03
19800701,0.55,-0.15,-0.7,0.35,-0.24,0.02
19800702,0.66,0.07,-0.47,0.17,0.05,0.02
19800703,1.39,-0.27,-0.53,0.35,-0.29,0.02
19800707,0.77,-0.09,-0.2,0.35,-0.4,0.02
19800708,-0.3,0.39,0.07,-0.06,0.39,0.02
19800709,0.13,0.22,-0.08,0.18,-0.05,0.02
19800710,-0.75,0.73,0.13,-0.11,0.01,0.02
19800711,0.7,0.06,-0.51,0.58,-0.36,0.02
19800714,1.73,-0.28,-0.96,0.8,-0.6,0.02
19800715,-0.46,0.6,0.08,-0.08,0.18,0.02
19800716,0.21,0.35,-0.1,0.23,-0.26,0.02
19800717,1.41,-0.27,-0.84,0.64,-0.56,0.02
19800718,0.33,0.33,-0.19,0.04,-0.1,0.02
19800721,0.34,-0.06,-0.24,0.24,-0.22,0.02
19800722,-0.26,0.07,0.21,-0.17,0.11,0.02
19800723,-0.17,0.24,-0.06,0.14,0.01,0.02
19800724,-0.11,0.28,-0.24,0.12,0,0.02
19800725,-0.76,0.42,0.07,-0.26,0.04,0.02
19800728,0.43,-0.24,-0.39,0.23,0.02,0.02
19800729,0.76,0.04,-0.53,0.07,-0.12,0.02
19800730,0.08,0.83,-0.52,0.05,-0.05,0.02
19800731,-0.37,0.18,0.11,-0.08,0.23,0.02
19800801,-0.18,0.86,-0.29,0.15,0.13,0.03
19800804,-0.36,0.09,0.32,0.12,0.31,0.03
19800805,-0.01,0.47,-0.16,0.09,0,0.03
19800806,0.66,0.02,-0.43,0.29,-0.24,0.03
19800807,1.45,-0.38,-0.76,0.65,-0.14,0.03
19800808,0.29,0.12,-0.12,0.16,-0.06,0.03
19800811,0.91,-0.18,-0.24,0.47,-0.4,0.03
19800812,-0.74,0.3,0.14,0.09,0.18,0.03
19800813,-0.29,0.52,0.09,-0.16,0.22,0.03
19800814,1.49,-0.18,-0.82,0.37,-0.1,0.03
19800815,0.4,0.14,-0.27,0.22,0.12,0.03
19800818,-1.79,0.12,1.01,-0.33,0.26,0.03
19800819,-0.62,0.06,0.08,-0.21,0.32,0.03
19800820,0.98,-0.07,-0.39,0.11,-0.41,0.03
19800821,1.48,0.13,-0.72,0.31,-0.57,0.03
19800822,0.6,0.28,-0.35,0.25,-0.66,0.03
19800825,-0.5,0.4,-0.17,0,0.02,0.03
19800826,-0.12,0.42,-0.33,0.11,-0.06,0.03
19800827,-0.94,0.6,0.3,-0.31,0.06,0.03
19800828,-1.15,0.19,0.7,-0.22,0.13,0.03
19800829,0.26,0.19,0,-0.14,0.16,0.03
19800902,0.99,-0.21,-0.03,0.09,-0.13,0.04
19800903,1.93,-0.49,-0.4,0.29,-0.53,0.04
19800904,-0.39,0.58,0.13,-0.06,-0.08,0.04
19800905,-0.32,0.67,-0.19,-0.06,-0.02,0.04
19800908,-1.21,0.63,0.2,-0.44,-0.01,0.04
19800909,0.54,-0.13,-0.28,-0.01,0.2,0.04
